ABSENCE [('Ost-Berlin', 0.24294942617416382), ('sowjetischen_Streitkraefte', 0.24120886623859406), ('Kriegszeiten', 0.23022602498531342), ('Otto_Grotewohl', 0.22882062196731567), ('DDR-', 0.2279011607170105), ('Frankfurter_Westend', 0.2263510525226593), ('DDR-Regimes', 0.22561179101467133), ('Rabat', 0.22538001835346222), ('DDR-Buerger', 0.224553644657135), ('DDR', 0.22431010007858276)] Abwesenheit 0
Bag [('Sieger_hervorgehen', 0.2539832592010498), ('Kampanien', 0.23770050704479218), ('mitgekaempft', 0.22813661396503448), ('boxen', 0.22309935092926025), ('Pelotons', 0.2192903757095337), ('sinnvoll_waere', 0.2189740091562271), ('dritten_Runde', 0.21866075694561005), ('Lombardei', 0.21720309555530548), ('Region_Kampanien', 0.21665045619010925), ('Insel_Sardinien', 0.21662449836730957)] Tasche 0
Bag [('Sieger_hervorgehen', 0.2539832592010498), ('Kampanien', 0.23770050704479218), ('mitgekaempft', 0.22813661396503448), ('boxen', 0.22309935092926025), ('Pelotons', 0.2192903757095337), ('sinnvoll_waere', 0.2189740091562271), ('dritten_Runde', 0.21866075694561005), ('Lombardei', 0.21720309555530548), ('Region_Kampanien', 0.21665045619010925), ('Insel_Sardinien', 0.21662449836730957)] Sack 0
Bag [('Sieger_hervorgehen', 0.2539832592010498), ('Kampanien', 0.23770050704479218), ('mitgekaempft', 0.22813661396503448), ('boxen', 0.22309935092926025), ('Pelotons', 0.2192903757095337), ('sinnvoll_waere', 0.2189740091562271), ('dritten_Runde', 0.21866075694561005), ('Lombardei', 0.21720309555530548), ('Region_Kampanien', 0.21665045619010925), ('Insel_Sardinien', 0.21662449836730957)] Sack 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Bilanz 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Saldo 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Guthaben 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Ausgewogenheit 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Balance 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Gleichgewicht 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Waage 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] bilanzieren 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] Wiegen 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] balancieren 0
balance [('Goehrde', 0.28218477964401245), ('sanft', 0.27224913239479065), ('mittelhohe', 0.2717154026031494), ('suedwestlichen_Rand', 0.2676282227039337), ('Landschaft_Pays', 0.2617371082305908), ('Areuse', 0.2580643892288208), ('Grundmoraene', 0.25527068972587585), ('Goetsche', 0.25316014885902405), ('Richtung_Nordwest', 0.2530917823314667), ('suedoestlichen_Rand', 0.25195538997650146)] ausgleichen 0
BANDWIDTH [('Severer', 0.2511385977268219), ('Regierungsdevise', 0.2507994771003723), ('Soldatenfamilien', 0.24813193082809448), ('Militaerlager', 0.24243396520614624), ('Kriegszeiten', 0.2407645881175995), ('Prestigeobjekt', 0.23650439083576202), ('Hotel_Fuerstenhof', 0.23546241223812103), ('Hausbesetzer', 0.23433171212673187), ('Victorius', 0.23419541120529175), ('Waehrend_Napoleonischen', 0.2328643500804901)] Bandbreite 0
BANDWIDTH [('Severer', 0.2511385977268219), ('Regierungsdevise', 0.2507994771003723), ('Soldatenfamilien', 0.24813193082809448), ('Militaerlager', 0.24243396520614624), ('Kriegszeiten', 0.2407645881175995), ('Prestigeobjekt', 0.23650439083576202), ('Hotel_Fuerstenhof', 0.23546241223812103), ('Hausbesetzer', 0.23433171212673187), ('Victorius', 0.23419541120529175), ('Waehrend_Napoleonischen', 0.2328643500804901)] Bandbreite 0
BANDWIDTH [('Severer', 0.2511385977268219), ('Regierungsdevise', 0.2507994771003723), ('Soldatenfamilien', 0.24813193082809448), ('Militaerlager', 0.24243396520614624), ('Kriegszeiten', 0.2407645881175995), ('Prestigeobjekt', 0.23650439083576202), ('Hotel_Fuerstenhof', 0.23546241223812103), ('Hausbesetzer', 0.23433171212673187), ('Victorius', 0.23419541120529175), ('Waehrend_Napoleonischen', 0.2328643500804901)] Bandbreite 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] bar 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Kneipe 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] bar 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] bar 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Theke 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Tresen 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] block 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Tafel 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Balken 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] strich 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] streifen 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Barren 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Sandbank 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] verbot 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] block 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Barren 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Stange 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] bar 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] versperren 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] blockieren 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] versperren 0
Bar [('Valmalenco', 0.20890222489833832), ('Notodden', 0.20196019113063812), ('gut_ankam', 0.20063094794750214), ('darauf_basierenden', 0.19971874356269836), ('Maximilian_Kieffer', 0.19897660613059998), ('Rybinsk', 0.19834236800670624), ('erkannte_Potential', 0.1959296315908432), ('lange_gehegten', 0.19592155516147614), ('Falun', 0.1937646120786667), ('ernstzunehmenden', 0.19272619485855103)] Verbieten 0
Barn [('Vorbote', 0.23861971497535706), ('Fehlkalkulation', 0.22143447399139404), ('Aufloesungserscheinungen', 0.21975763142108917), ('anlehnte', 0.21802790462970734), ('dekonstruiert', 0.21406203508377075), ('assoziativ', 0.21364791691303253), ('Utopische', 0.21308204531669617), ('Kaiser_Maurikios', 0.2117941677570343), ('seelisch', 0.20981571078300476), ('orchestrierten', 0.20938096940517426)] Scheune 0
Barn [('Vorbote', 0.23861971497535706), ('Fehlkalkulation', 0.22143447399139404), ('Aufloesungserscheinungen', 0.21975763142108917), ('anlehnte', 0.21802790462970734), ('dekonstruiert', 0.21406203508377075), ('assoziativ', 0.21364791691303253), ('Utopische', 0.21308204531669617), ('Kaiser_Maurikios', 0.2117941677570343), ('seelisch', 0.20981571078300476), ('orchestrierten', 0.20938096940517426)] scheuer 0
Barn [('Vorbote', 0.23861971497535706), ('Fehlkalkulation', 0.22143447399139404), ('Aufloesungserscheinungen', 0.21975763142108917), ('anlehnte', 0.21802790462970734), ('dekonstruiert', 0.21406203508377075), ('assoziativ', 0.21364791691303253), ('Utopische', 0.21308204531669617), ('Kaiser_Maurikios', 0.2117941677570343), ('seelisch', 0.20981571078300476), ('orchestrierten', 0.20938096940517426)] Stadel 0
Barn [('Vorbote', 0.23861971497535706), ('Fehlkalkulation', 0.22143447399139404), ('Aufloesungserscheinungen', 0.21975763142108917), ('anlehnte', 0.21802790462970734), ('dekonstruiert', 0.21406203508377075), ('assoziativ', 0.21364791691303253), ('Utopische', 0.21308204531669617), ('Kaiser_Maurikios', 0.2117941677570343), ('seelisch', 0.20981571078300476), ('orchestrierten', 0.20938096940517426)] Stall 0
Barn [('Vorbote', 0.23861971497535706), ('Fehlkalkulation', 0.22143447399139404), ('Aufloesungserscheinungen', 0.21975763142108917), ('anlehnte', 0.21802790462970734), ('dekonstruiert', 0.21406203508377075), ('assoziativ', 0.21364791691303253), ('Utopische', 0.21308204531669617), ('Kaiser_Maurikios', 0.2117941677570343), ('seelisch', 0.20981571078300476), ('orchestrierten', 0.20938096940517426)] Schuppen 0
Barrel [('Teamleitung', 0.2153158187866211), ('trete', 0.20925891399383545), ('zwanzigste', 0.19564594328403473), ('durchgereicht', 0.19045065343379974), ('Pedro_Lamy', 0.18877197802066803), ('siebzehnte', 0.18772174417972565), ('Ausonia', 0.1865873783826828), ('Évreux', 0.1852760761976242), ('Elsfleth', 0.1848834753036499), ('Scuderia_Italia', 0.18461249768733978)] lauf 0
Barrel [('Teamleitung', 0.2153158187866211), ('trete', 0.20925891399383545), ('zwanzigste', 0.19564594328403473), ('durchgereicht', 0.19045065343379974), ('Pedro_Lamy', 0.18877197802066803), ('siebzehnte', 0.18772174417972565), ('Ausonia', 0.1865873783826828), ('Évreux', 0.1852760761976242), ('Elsfleth', 0.1848834753036499), ('Scuderia_Italia', 0.18461249768733978)] Barrel 0
Barrel [('Teamleitung', 0.2153158187866211), ('trete', 0.20925891399383545), ('zwanzigste', 0.19564594328403473), ('durchgereicht', 0.19045065343379974), ('Pedro_Lamy', 0.18877197802066803), ('siebzehnte', 0.18772174417972565), ('Ausonia', 0.1865873783826828), ('Évreux', 0.1852760761976242), ('Elsfleth', 0.1848834753036499), ('Scuderia_Italia', 0.18461249768733978)] Fass 0
Barrel [('Teamleitung', 0.2153158187866211), ('trete', 0.20925891399383545), ('zwanzigste', 0.19564594328403473), ('durchgereicht', 0.19045065343379974), ('Pedro_Lamy', 0.18877197802066803), ('siebzehnte', 0.18772174417972565), ('Ausonia', 0.1865873783826828), ('Évreux', 0.1852760761976242), ('Elsfleth', 0.1848834753036499), ('Scuderia_Italia', 0.18461249768733978)] Tonne 0
barrow [('unklar_warum', 0.24914412200450897), ('Baumstuempfen', 0.24829715490341187), ('Schwarzenbek', 0.2431212067604065), ('Bassersdorf', 0.2428680956363678), ('allzu_weit', 0.2405615895986557), ('gesichtslos', 0.24032941460609436), ('leeren', 0.2384290248155594), ('Exkrementen', 0.23698891699314117), ('groessenmaessig', 0.23620674014091492), ('abgehoben', 0.23560355603694916)] Borg 0
