ABSENCE [('unnuetzer', 0.32383665442466736), ('lasterhaften', 0.31562933325767517), ('Schreder', 0.3116143047809601), ('Saegewerksbesitzer', 0.3084868788719177), ('unordentlichen', 0.30630046129226685), ('Stappert', 0.3059637248516083), ('Krammel', 0.30497029423713684), ('Thiels', 0.2968589663505554), ('Stanke', 0.2965641915798187), ('Beachtung_schenken', 0.2946451008319855)] Abwesenheit 0
Bag [('Bundesverfassungsgericht', 0.22178000211715698), ('Verfassungsbeschwerde', 0.2209693044424057), ('Durchfuehrungsverordnung', 0.2175523042678833), ('Weltraumflug', 0.21554554998874664), ('Landeversuch', 0.210799902677536), ('Atombombentest', 0.2095107138156891), ('Weimarer_Verfassung', 0.20925728976726532), ('Weltraums', 0.20816513895988464), ('Raumfluegen', 0.20793083310127258), ('Apollo_11', 0.20748281478881836)] Sack 0
Bag [('Bundesverfassungsgericht', 0.22178000211715698), ('Verfassungsbeschwerde', 0.2209693044424057), ('Durchfuehrungsverordnung', 0.2175523042678833), ('Weltraumflug', 0.21554554998874664), ('Landeversuch', 0.210799902677536), ('Atombombentest', 0.2095107138156891), ('Weimarer_Verfassung', 0.20925728976726532), ('Weltraums', 0.20816513895988464), ('Raumfluegen', 0.20793083310127258), ('Apollo_11', 0.20748281478881836)] Sack 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Bilanz 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Saldo 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Guthaben 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Ausgewogenheit 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Balance 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Gleichgewicht 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Waage 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] bilanzieren 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] Wiegen 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] balancieren 0
balance [('Martin_Landau', 0.307721346616745), ('Guten_Appetit', 0.30325591564178467), ('einfach_unverbesserlich', 0.30287474393844604), ('Diana_Rigg', 0.30122971534729004), ('Kaenguruh', 0.29666391015052795), ('Nebendarstellern', 0.2965465486049652), ('rosarote_Panther', 0.2961604595184326), ('Maureen_O’Hara', 0.2928242087364197), ('Hahn_Korb', 0.2916654944419861), ('Schauspielstar', 0.28744977712631226)] ausgleichen 0
BANDWIDTH [('Soden', 0.2467351108789444), ('Grosskreises', 0.24669136106967926), ('Beginn_Wintersemesters', 0.2429053634405136), ('Auseinanderentwicklung', 0.24131262302398682), ('demokratischeren', 0.23610565066337585), ('Technischer_Fortschritt', 0.23517535626888275), ('Strukturwandel_Landwirtschaft', 0.2341168373823166), ('synthetischen', 0.23409242928028107), ('Mangel_geeigneten', 0.2328907996416092), ('aufrechterhaelt', 0.2309374064207077)] Bandbreite 0
BANDWIDTH [('Soden', 0.2467351108789444), ('Grosskreises', 0.24669136106967926), ('Beginn_Wintersemesters', 0.2429053634405136), ('Auseinanderentwicklung', 0.24131262302398682), ('demokratischeren', 0.23610565066337585), ('Technischer_Fortschritt', 0.23517535626888275), ('Strukturwandel_Landwirtschaft', 0.2341168373823166), ('synthetischen', 0.23409242928028107), ('Mangel_geeigneten', 0.2328907996416092), ('aufrechterhaelt', 0.2309374064207077)] Bandbreite 0
BANDWIDTH [('Soden', 0.2467351108789444), ('Grosskreises', 0.24669136106967926), ('Beginn_Wintersemesters', 0.2429053634405136), ('Auseinanderentwicklung', 0.24131262302398682), ('demokratischeren', 0.23610565066337585), ('Technischer_Fortschritt', 0.23517535626888275), ('Strukturwandel_Landwirtschaft', 0.2341168373823166), ('synthetischen', 0.23409242928028107), ('Mangel_geeigneten', 0.2328907996416092), ('aufrechterhaelt', 0.2309374064207077)] Bandbreite 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] bar 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Kneipe 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] bar 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] bar 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Theke 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Tresen 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] block 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Tafel 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Balken 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] strich 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] streifen 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Barren 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Sandbank 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] verbot 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] block 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Barren 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Stange 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] bar 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] versperren 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] blockieren 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] versperren 0
Bar [('Anionen', 0.20391006767749786), ('photochemischen', 0.203269824385643), ('Pablik', 0.1991107314825058), ('DNA-Polymerase', 0.1986057013273239), ('Kristallstruktur', 0.19829706847667694), ('Reagenz', 0.196686252951622), ('Das_Gleiche', 0.19631540775299072), ('Kohlenwasserstoff', 0.19473743438720703), ('Papst_Urban', 0.19258181750774384), ('Intermediat', 0.19144606590270996)] Verbieten 0
Barn [('Just_for', 0.2469695508480072), ('Petersberg', 0.24121201038360596), ('Ganz_Naehe', 0.2369515746831894), ('hohe_Erhebung', 0.23329904675483704), ('Ortsteil_Mittelstadt', 0.23191075026988983), ('nordrhein-westfaelischen_Hochsauerlandkreis', 0.22607597708702087), ('Turano', 0.2254689484834671), ('nordhessischen_Landkreis', 0.22528144717216492), ('Koelner_Dom', 0.22323402762413025), ('langer_rechter', 0.2228422462940216)] Scheune 0
Barn [('Just_for', 0.2469695508480072), ('Petersberg', 0.24121201038360596), ('Ganz_Naehe', 0.2369515746831894), ('hohe_Erhebung', 0.23329904675483704), ('Ortsteil_Mittelstadt', 0.23191075026988983), ('nordrhein-westfaelischen_Hochsauerlandkreis', 0.22607597708702087), ('Turano', 0.2254689484834671), ('nordhessischen_Landkreis', 0.22528144717216492), ('Koelner_Dom', 0.22323402762413025), ('langer_rechter', 0.2228422462940216)] scheuer 0
Barn [('Just_for', 0.2469695508480072), ('Petersberg', 0.24121201038360596), ('Ganz_Naehe', 0.2369515746831894), ('hohe_Erhebung', 0.23329904675483704), ('Ortsteil_Mittelstadt', 0.23191075026988983), ('nordrhein-westfaelischen_Hochsauerlandkreis', 0.22607597708702087), ('Turano', 0.2254689484834671), ('nordhessischen_Landkreis', 0.22528144717216492), ('Koelner_Dom', 0.22323402762413025), ('langer_rechter', 0.2228422462940216)] Stadel 0
Barn [('Just_for', 0.2469695508480072), ('Petersberg', 0.24121201038360596), ('Ganz_Naehe', 0.2369515746831894), ('hohe_Erhebung', 0.23329904675483704), ('Ortsteil_Mittelstadt', 0.23191075026988983), ('nordrhein-westfaelischen_Hochsauerlandkreis', 0.22607597708702087), ('Turano', 0.2254689484834671), ('nordhessischen_Landkreis', 0.22528144717216492), ('Koelner_Dom', 0.22323402762413025), ('langer_rechter', 0.2228422462940216)] Stall 0
Barn [('Just_for', 0.2469695508480072), ('Petersberg', 0.24121201038360596), ('Ganz_Naehe', 0.2369515746831894), ('hohe_Erhebung', 0.23329904675483704), ('Ortsteil_Mittelstadt', 0.23191075026988983), ('nordrhein-westfaelischen_Hochsauerlandkreis', 0.22607597708702087), ('Turano', 0.2254689484834671), ('nordhessischen_Landkreis', 0.22528144717216492), ('Koelner_Dom', 0.22323402762413025), ('langer_rechter', 0.2228422462940216)] Schuppen 0
Barrel [('Beccaria', 0.26682940125465393), ('Trient', 0.2358294129371643), ('Plebiszit', 0.22717691957950592), ('Reschen', 0.22626399993896484), ('Massgeblich', 0.21847151219844818), ('Rufnamen', 0.2176048904657364), ('Avellino_Region', 0.2140844762325287), ('Superiore', 0.21386851370334625), ('Venetien', 0.21231955289840698), ('Piemont_Italien', 0.2101346254348755)] lauf 0
Barrel [('Beccaria', 0.26682940125465393), ('Trient', 0.2358294129371643), ('Plebiszit', 0.22717691957950592), ('Reschen', 0.22626399993896484), ('Massgeblich', 0.21847151219844818), ('Rufnamen', 0.2176048904657364), ('Avellino_Region', 0.2140844762325287), ('Superiore', 0.21386851370334625), ('Venetien', 0.21231955289840698), ('Piemont_Italien', 0.2101346254348755)] Barrel 0
Barrel [('Beccaria', 0.26682940125465393), ('Trient', 0.2358294129371643), ('Plebiszit', 0.22717691957950592), ('Reschen', 0.22626399993896484), ('Massgeblich', 0.21847151219844818), ('Rufnamen', 0.2176048904657364), ('Avellino_Region', 0.2140844762325287), ('Superiore', 0.21386851370334625), ('Venetien', 0.21231955289840698), ('Piemont_Italien', 0.2101346254348755)] Fass 0
